"","Review #","Brand","Variety","Style","Country","Stars","Top Ten"
"1463",1118,"Mr. Noodles","Kimchi Bowl Noodles Oriental Noodle With Soup Base","Bowl","Canada","2.75",NA
"1464",1117,"Thai Pavilion","spicy Pad Thai Instant Noodles & Sauce","Tray","USA","4.25",NA
"1465",1116,"Tokyo Noodle","Mini Instant Noodles Artificial Chicken Flavor","Pack","Japan","5",NA
"1466",1115,"Nissin","Pan Asian Kitchen Sukiyaki Beef Flavor Savory Soy Sauce Ramen Noodles","Tray","USA","3.75",NA
"1467",1114,"Maitri","Vegetarian Fried Noodles (Mie Goreng)","Pack","Indonesia","4",NA
"1468",1113,"Samyang","Samyang Ramyun (SK Version)","Cup","South Korea","3.5",NA
"1469",1112,"Mama","Oriental Style Instant Kua-Chap Clear Soup","Pack","Thailand","3.75",NA
"1470",1111,"Golden Wheat","Korean Style Stew Beef Cooking Noodle","Pack","China","3.25",NA
"1471",1110,"GS25","Gonghwachun Jjajangmyun","Pack","South Korea","4.5",NA
"1472",1109,"La Fonte","Spaghetti With Bolognese Sauce","Box","Indonesia","4.25",NA
"1473",1108,"Chencun","Spicy Beef","Cup","China","3.5",NA
"1474",1107,"Nissin","Demae Ramen Kimchi Flavour Instant Noodle With Soup Base","Bowl","Hong Kong","3.5",NA
"1475",1106,"Nissin","Raoh Rich Soy Sauce With Roast Pork (2 Slices)","Bowl","Japan","4.5",NA
"1476",1105,"Nongshim","Doong Ji Authentic Korean Cold Noodles With Chili Sauce","Tray","South Korea","5",NA
"1477",1104,"Western Family","Instant Noodles Chicken Flavour","Pack","Canada","3.5",NA
"1478",1103,"Myojo","Ippei-chan Yomise No Yakisoba Teriyaki Mayo Flavor","Tray","Japan","5",NA
"1479",1102,"Batchelors","Super Noodles Mild Mexican Chilli","Pack","UK","3",NA
"1480",1101,"Eat & Go","Spicy Chicken Mi Instan Cup","Cup","Indonesia","4.25",NA
"1481",1100,"Baltix","Instant Noodles With Chicken Flavour Broth","Pack","Estonia","3.75",NA
"1482",1099,"Baltix","Instant Noodles With Beef Flavour Broth","Pack","Estonia","3.25",NA
"1483",1098,"Tropicana Slim","Low Fat Noodles Hainan Chicken","Pack","Indonesia","3.75",NA
"1484",1097,"Amianda","Homely Dried Noodles - Sesame Pate","Pack","Taiwan","3.75",NA
"1485",1096,"Amianda","Tachia Noodles - Hot & Spicy Sauce","Pack","Taiwan","3.5",NA
"1486",1095,"Amianda","Tachia Dried Noodles - Fried Shallot","Pack","Taiwan","3.25",NA
"1487",1094,"Amianda","Thin Noodles - Sesame Oil","Pack","Taiwan","4.25",NA
"1488",1093,"Amianda","Hakka Flat Noodles - Satay Sauce","Pack","Taiwan","4.5",NA
"1489",1092,"Amianda","Tachia Dried Noodles - Rou Zhou Meat Sauce","Pack","Taiwan","5",NA
"1490",1091,"Amianda","Homely Dried Noodles - Original Flavor","Pack","Taiwan","4",NA
"1491",1090,"Amianda","Dried Noodles - Spicy Sauerkraut","Pack","Taiwan","3.25",NA
"1492",1089,"Amianda","Hakka Flat Noodles - Fried Bean Sauce","Pack","Taiwan","4.25",NA
"1493",1088,"Amianda","Tachia Dried Noodles - Peppery","Pack","Taiwan","3.75",NA
"1494",1087,"MyKuali","Penang White Curry Noodle","Pack","Malaysia","5","2014 #1"
"1495",1086,"Sawadee","Indian Curry Flavour","Pack","UK","3",NA
"1496",1085,"Vina Acecook","Hao Hao Mi Goreng Shrimp & Onion Flavour","Pack","Vietnam","3.5",NA
"1497",1084,"Mr. Noodles","Noodles In A Cup Chicken Simulated Flavour","Cup","Canada","1.5",NA
"1498",1083,"Nissin","GooTa Demi Hamburg-Men","Cup","Japan","4.75",NA
"1499",1082,"Indomie","Mi Goreng Cabe Ijo","Pack","Indonesia","4.5",NA
"1500",1081,"Deshome","Aloe Noodle Sesame Sauce","Pack","Taiwan","3.25",NA
"1501",1080,"Deshome","Black Eyed Beans Noodle Basil Sauce & Sesame Sauce","Pack","Taiwan","3.5",NA
"1502",1079,"Deshome","Aloe Noodle Vegetable Sauce","Pack","Taiwan","5",NA
"1503",1078,"Deshome","Black Eyed Beans Noodle Spicy Soybean Sauce & Sesame Sauce","Pack","Taiwan","3.75",NA
"1504",1077,"Deshome","Aloe Noodle Red Onion & Sesame Sauce","Pack","Taiwan","5",NA
"1505",1076,"Deshome","Black Eyed Beans Noodle Vegetable Sauce & Sesame Sauce","Pack","Taiwan","3.75",NA
"1506",1075,"Deshome","Aloe Noodle With Basil Sauce","Pack","Taiwan","5",NA
"1507",1074,"Deshome","Pollen Noodles Sesame Sauce & Soy Sauce","Pack","Taiwan","4.25",NA
"1508",1073,"Deshome","Black Eyed Bean Noodle Red Onion Sauce & Sesame Sauce","Pack","Taiwan","3.75",NA
"1509",1072,"Deshome","Aloe Noodle With Spicy Soybean Sauce","Pack","Taiwan","4",NA
"1510",1071,"Nissin","Raoh Soy Sauce Taste","Pack","Japan","4",NA
"1511",1070,"HoMyeonDang","Premium Noodle House Pork & Seafood Flavor","Pack","South Korea","4",NA
"1512",1069,"Nissin","Raoh Rich Miso Flavor","Bowl","Japan","5",NA
"1513",1068,"Koka","Oriental Instant Noodles Stir Fried Noodles","Pack","Singapore","3.75",NA
"1514",1067,"Nissin","Cup Noodle Red Shock","Cup","Japan","3.75",NA
"1515",1066,"Tasty Bite","1 Step-1 Minute Asian Noodles Pad Thai","Pack","USA","3.5",NA
"1516",1065,"Tasty Bite","1 Step-1 Minute Asian Noodles Kung Pao","Pack","USA","4.25",NA
"1517",1064,"Tasty Bite","1 Step-1 Minute Asian Noodles Mushroom Lo Mein","Pack","USA","4",NA
"1518",1063,"Tasty Bite","1 Step-1 Minute Asian Noodles Thai Basil","Pack","USA","3.75",NA
"1519",1062,"Tasty Bite","1 Step-1 Minute Asian Noodles Lemongrass Ginger","Pack","USA","3.75",NA
"1520",1061,"Tasty Bite","1 Step-1 Minute Asian Noodles Toasted Sesame","Pack","USA","4",NA
"1521",1060,"Star Anise Foods","Happy Pho Vietnamese Brown Rice Noodle Soup Garlic Goodness","Pack","USA","3.75",NA
"1522",1059,"Mamee","Oriental Noodles Curry Flavour","Pack","Malaysia","3.25",NA
"1523",1058,"A-Sha Dry Noodle","Dry Noodle Mandarin Noodle - Original Sauce","Pack","Taiwan","4",NA
"1524",1057,"A-Sha Dry Noodle","Dry Noodle Hakka Noodle - Spicy Sesame Oil Sauce","Pack","Taiwan","3.5",NA
"1525",1056,"A-Sha Dry Noodle","Dry Noodle Mandarin Noodle - Onion Oil Sauce","Pack","Taiwan","5",NA
"1526",1055,"A-Sha Dry Noodle","Dry Noodle QQ Thin Noodle - BBQ Sauce","Pack","Taiwan","5",NA
"1527",1054,"A-Sha Dry Noodle","No. 10 Mandarin Noodle - Black Pepper Sauce","Pack","Taiwan","3.75",NA
"1528",1053,"A-Sha Dry Noodle","Dry Noodle Tainan Noodle - Sesame Sauce","Pack","Taiwan","4",NA
"1529",1052,"A-Sha Dry Noodle","Dry Noodle Hakka Noodle - Chili Sauce","Pack","Taiwan","4.25",NA
"1530",1051,"Maruchan","Seimen Japanese Instant Ramen Noodles Soy Sauce Taste","Pack","Japan","3.75",NA
"1531",1050,"Knorr","Japanese Pork Bone Flavour Quick Serve Macaroni","Pack","Hong Kong","3",NA
"1532",1049,"Mr. Noodles","Bowl Beef Simulated Flavor","Bowl","Canada","2",NA
"1533",1048,"Ottogi","Cheese Bokki","Cup","South Korea","3.5",NA
"1534",1047,"New Touch","Yakisoba Noodle","Tray","Japan","4",NA
"1535",1046,"Myojo","Stir Fry Noodles Japanese Style Noodles With Sauce","Pack","USA","4",NA
"1536",1045,"Nissin","Chow Mein Chicken","Tray","USA","3.5",NA
"1537",1044,"Nongshim","Shin Ramyun Noodle Spicy Mushroom","Bowl","China","3.25",NA
"1538",1043,"Chewy","Rice Vermicelli Satay Chicken","Pack","China","3",NA
"1539",1042,"Nongshim","Potato Pork Ramyun","Pack","China","5",NA
"1540",1041,"Ko-Lee","Instant Noodles Super Chow Mein","Pack","UK","4",NA
"1541",1040,"Western Family","Instant Noodles Vegetable Flavour","Pack","Canada","1",NA
"1542",1039,"Maruchan","Bowl Hot & Spicy Shrimp Flavor Ramen Noodles With Vegetables","Bowl","USA","4.25",NA
"1543",1038,"Itomen","Chanponmen","Pack","Japan","4.25",NA
"1544",1037,"Emart","Dare You Habanero Jjamppong","Pack","South Korea","4",NA
"1545",1036,"Golden Wheat","Korean Style Spicy Shrimp Noodle Soup","Bowl","China","3.5",NA
"1546",1035,"Wei Lih","Spicy Sichuan Flavor Instant Noodle","Bowl","Taiwan","3.5",NA
"1547",1034,"Western Family","Instant Noodles In A Cup Spicy Chicken","Cup","Canada","2.25",NA
"1548",1033,"Nissin","King Cup Noodle BBQ Chicken & Onion","Cup","Japan","3.75",NA
"1549",1032,"Mama","Authentic Thai Cuisine Pad Thai","Pack","Thailand","4",NA
"1550",1031,"HoMyeonDang","Premium Noodle House Don Ramyun","Pack","South Korea","4",NA
"1551",1030,"Samyang","60 Ingredients Assorted Vegetable SK Version","Pack","South Korea","3.75",NA
"1552",1029,"Samyang","Nagasaki Crab Jjampong","Pack","South Korea","5",NA
"1553",1028,"Samyang","Buldalk Bokkeummyeon (Hot Fried Chicken Ramyun)","Pack","South Korea","4",NA
"1554",1027,"Samyang","Yukgaejang Beef Ramyun","Bowl","South Korea","4",NA
"1555",1026,"Samyang","Bajirak Kalgugsu","Pack","South Korea","3.75",NA
"1556",1025,"Samyang","Hot Chacharoni","Pack","South Korea","3.75",NA
"1557",1024,"HoMyeonDang","Premium Noodle House Tofu Fried Noodle","Pack","South Korea","3.5",NA
"1558",1023,"Samyang","Samyang Ramyun","Pack","South Korea","4.5",NA
"1559",1022,"HoMyeonDang","Premuim Noodle House Crab Jjampong","Pack","South Korea","5",NA
"1560",1021,"Samyang","Beef Flavor Ramyun (SK Version)","Pack","South Korea","4.25",NA
"1561",1020,"Samyang","Nagasaki Jjampong","Bowl","South Korea","4.75",NA
"1562",1019,"Samyang","Kimchi Ramyun (SK Version)","Pack","South Korea","4",NA
"1563",1018,"Samyang","Ganjjampong","Pack","South Korea","4.25",NA
"1564",1017,"Samyang","Sutah (SK Version)","Pack","South Korea","3.75",NA
"1565",1016,"Nissin","Big Cup Noodles Habanero Lime Chicken Flavor Ramen Noodle Soup","Cup","USA","3.5",NA
"1566",1015,"Tradition","Oriental Style Ramen Noodle Soup","Pack","USA","2.75",NA
"1567",1014,"Nissin","King Spa Oh Peperoncino Spaghetti (日清生タイプSpa王 ペペロンチーノ)","Bowl","Japan","4.25",NA
"1568",1013,"Vina Acecook","Oh! Ricey Hủ Tiếu Sườn Heo (Pork Spareribs Flavour)","Pack","Vietnam","3.5",NA
"1569",1012,"Unox","Good Noodles Oosterse Kip (Oriental Chicken)","Pack","Holland","3.5",NA
"1570",1011,"Maruchan","Bowl Hot & Spicy Chicken Flavor Ramen Noodles With Vegetables","Bowl","USA","4",NA
"1571",1010,"Golden Wheat","Korean Style Spicy Beef Noodle Soup","Bowl","China","3.75",NA
"1572",1009,"Western Family","Instant Noodles In A Cup Oriental","Cup","Canada","2",NA
"1573",1008,"Ottogi","Sesame Flavor Noodle Bowl","Bowl","South Korea","3.5",NA
"1574",1007,"Nissin","Demae Ramen Sesame Oil Flavour Noodles With Soup Base","Bowl","Hong Kong","4.5",NA
"1575",1006,"Amino","Barszcz czerwony (Borscht)","Pack","Poland","4",NA
"1576",1005,"Four Seas","Chicken Flavour","Bowl","China","2.75",NA
"1577",1004,"Wai Wai","Artificial Pork Flavour","Pack","Thailand","3",NA
"1578",1003,"Nissin","Chow Mein Spicy Teriyaki Beef","Tray","USA","4.5",NA
"1579",1002,"Mr. Noodles","Bowl Spicy Chicken Simulated Flavour","Bowl","Canada","2",NA
"1580",1001,"Paldo","ДОШИРАК (Dosirac) Beef Flavor","Pack","South Korea","3.5",NA
"1581",1000,"Maruchan","Yakisoba Beef Taco Flavor","Tray","USA","4.25",NA
"1582",999,"Pot Noodle","Tony's Doner Kebab","Cup","UK","1.5",NA
"1583",998,"Nongshim","Shin Ramyun Black Spicy Beef","Cup","South Korea","4.5",NA
"1584",997,"Sakurai","Miso Stew Instant Udon (Winter)","Pack","Japan","4.25",NA
"1585",996,"Maruchan","Bowl Chicken Flavor","Bowl","USA","4",NA
"1586",995,"Ko-Lee","Instant Noodles Beef","Pack","UK","3",NA
"1587",994,"Wai Wai","Tom Yum Shrimp Flavour","Pack","Thailand","3.25",NA
"1588",993,"Unox","Sate","Pack","Holland","3.5",NA
"1589",992,"Prima","Singapore Laksa La Mian","Pack","Singapore","5","2013 #1"
"1590",991,"Prima","Singapore Curry La Mian","Pack","Singapore","5","2013 #2"
"1591",990,"Nissin","Pan Asian Kitchen Spicy Pad Thai","Tray","USA","2.75",NA
"1592",989,"GS25","Gonghwachun Jjamppong","Pack","South Korea","4",NA
"1593",988,"Amino","Ogorkowa","Pack","Poland","3.25",NA
"1594",987,"Trident","Singapore Soft Noodles","Pack","Australia","2.75",NA
"1595",986,"Paldo","Jong-Gah-Jip Kimchi Ramen","Pack","South Korea","4",NA
"1596",985,"Ko-Lee","Go Noodles Thai Hot & Spicy Tom Yum","Cup","UK","1",NA
"1597",984,"Sun Noodle","Ramen Shoyu Flavor","Tray","USA","5",NA
"1598",983,"Sun Noodle","Tantanmen Spicy Sesame (Mild)","Tray","USA","3.75",NA
"1599",982,"Sun Noodle","Ramen Miso Flavor","Tray","USA","5",NA
"1600",981,"S&S","Saimin","Pack","USA","4",NA
"1601",980,"Sun Noodle","Cold Ramen Soy Sauce Vinaigrette","Tray","USA","4",NA
"1602",979,"Sun Noodle","Nama Soba Buckwheat Noodle","Tray","USA","4",NA
"1603",978,"Sun Noodle","Ramen Pork Flavor","Tray","USA","5",NA
"1604",977,"Sun Noodle","Yakisoba","Pack","USA","4.5",NA
"1605",976,"Nissin","Donbei Tensoba","Bowl","Japan","4",NA
"1606",975,"Ottogi","Spaghetti Ramen","Bowl","South Korea","4.5",NA
"1607",974,"Pot Noodle","Chilli Beef Flavour","Cup","UK","2.25",NA
"1608",973,"Annie Chun's","Ramen House Spicy Chicken Ramen","Pack","USA","4",NA
"1609",972,"Springlife","Spinach With Organic Noodles","Pack","China","3",NA
"1610",971,"Annie Chun's","Soup Bowl Chinese Chicken","Bowl","USA","4.25",NA
"1611",970,"Annie Chun's","Noodle Express Spicy Szechuan","Tray","USA","2",NA
"1612",969,"Annie Chun's","Soup Bowl Vietnamese Pho","Bowl","USA","4",NA
"1613",968,"Annie Chun's","Noodle Express Teriyaki","Tray","USA","3",NA
"1614",967,"Annie Chun's","Soup Bowl South Korean Kimchi","Bowl","USA","4.5",NA
"1615",966,"Annie Chun's","Ramen House Spring Vegetable Ramen","Pack","USA","4",NA
"1616",965,"Annie Chun's","Noodle Express Chinese Chow Mein","Tray","USA","3.75",NA
"1617",964,"Nissin","Raoh Backfat Rich Soy Sauce Flavor","Bowl","Japan","5",NA
"1618",963,"Pot Noodle","Mr. Chu’s Golden Noodle No. 7 Sticky Rib","Cup","UK","3.25",NA
"1619",962,"Nongshim","Bowl Noodle Soup Spicy Seafood Flavor (New Version)","Bowl","USA","4.25",NA
"1620",961,"Trident","Chow Mein Soft Noodles","Pack","Australia","2.75",NA
"1621",960,"Nissin","Bowl Noodles Hot & Spicy Super Picante","Bowl","USA","3.25",NA
"1622",959,"Sakurai","ARCHE Naturküche Ramen Mit Ingwer","Pack","Japan","3.25",NA
"1623",958,"Sakurai","Soy Sauce Ramen","Bowl","Japan","4.25",NA
"1624",957,"Sakurai","100% Vegetarian Soy Sauce Flavor","Pack","Japan","4.25",NA
"1625",956,"Sakurai","Sesame Noodles","Pack","Japan","5",NA
"1626",955,"Sakurai","Miso Ramen","Bowl","Japan","4",NA
"1627",954,"Sakurai","ARCHE Naturküche Japanische Nudelsuppe","Pack","Japan","3.25",NA
"1628",953,"Sakurai","Soy Sauce Ramen","Pack","Japan","4.75",NA
"1629",952,"Pot Noodle","Sweet & Spicy","Cup","UK","3.5",NA
"1630",951,"Vifon","Pomidorowa (Mild Tomato)","Pack","Poland","4",NA
"1631",950,"Ottogi","Kiss Myon","Cup","South Korea","3.75",NA
"1632",949,"Ko-Lee","Instant Noodles Chicken","Pack","UK","3.5",NA
"1633",948,"Trident","Hot & Spicy 2 Minute Noodles","Pack","Australia","3.5",NA
"1634",947,"Maruchan","Yakisoba Jalapeno Cheddar","Tray","USA","4",NA
"1635",946,"Right Foods","Dr. McDougall's Vegan Chicken Ramen","Cup","USA","1.75",NA
"1636",945,"Pot Noodle","Jamaican Jerk!","Cup","UK","2.75",NA
"1637",944,"Wai Wai","Oriental Style Instant Noodles (Dry method)","Pack","Thailand","3",NA
"1638",943,"Amino","Zurek","Pack","Poland","3.25",NA
"1639",942,"Kamfen","E-men Lobster Soup","Pack","China","3.25",NA
"1640",941,"Ko-Lee","Go Noodles Chicken Special","Pack","UK","3.75",NA
"1641",940,"Wai Wai","Sour Soup Flavor","Pack","Thailand","3.5",NA
"1642",939,"Pot Noodle","Sweet & Sour","Cup","UK","3.75",NA
"1643",938,"Maruchan","Yakisoba Four Cheese","Tray","USA","3.75",NA
"1644",937,"Mama","Shrimp (TOM YUM)","Pack","Thailand","3.75",NA
"1645",936,"Yamachan","Mild Tonkotsu","Pack","USA","5",NA
"1646",935,"Maruchan","Beef","Cup","USA","3.5",NA
"1647",934,"Nongshim","Jinjja Jinjja Flamin' Hot & Nutty","Pack","USA","5","2013 #4"
"1648",933,"Paldo","Kokomen Spicy Chicken","Cup","South Korea","4.5",NA
"1649",932,"Paldo","Namja Ramen (USA version)","Pack","South Korea","5",NA
"1650",931,"Kamfen","dried Mix Noodles Soya Bean Paste","Tray","China","3.75",NA
"1651",930,"Maruchan","35% Less Sodium Beef","Cup","USA","3.5",NA
"1652",929,"Vina Acecook","Good Artificial Minced Pork Bean Vermicelli","Pack","Vietnam","3.75",NA
"1653",928,"Kamfen","Dried Mix Noodles Artificial Spicy Pork","Tray","China","4",NA
"1654",927,"Paldo","Kokomen Spicy Chicken","Bowl","South Korea","4.75",NA
"1655",926,"Ibumie","VegeMee Vegetarian Flavour","Pack","Malaysia","2.75",NA
"1656",925,"Emart","Dare You! Habanero Ramen","Pack","South Korea","3.75",NA
"1657",924,"Maruchan","35% Less Sodium Chicken","Pack","USA","3.75",NA
"1658",923,"Ibumie","LadMee Hot Pepper","Pack","Malaysia","3.5",NA
"1659",922,"Sunlee","Shitake Mushroom Vernicalli","Bowl","Thailand","1.25",NA
"1660",921,"Ottogi","Jjajang Bokki","Bowl","South Korea","3.5",NA
"1661",920,"Shirakiku","Hot & Spicy Udon","Pack","USA","3",NA
"1662",919,"Maruchan","35% Less Sodium Beef","Pack","USA","3.5",NA
"1663",918,"Nongshim","Tempura Udon Flavor Cup Ramyun","Cup","South Korea","4.5",NA
"1664",917,"Vina Acecook","Good Chicken Abalone Bean Vermicelli","Pack","Vietnam","3.25",NA
"1665",916,"Goku Uma","Seafood Flavor Japanese Noodles","Bowl","Japan","4.25",NA
"1666",915,"Wai Wai","Casserole Beef Flavour","Pack","Thailand","3.5",NA
"1667",914,"Nissin","Ramen Shop Sapporo Miso","Pack","Japan","4",NA
"1668",913,"Nongshim","Spicy Shrimp Cup Ramyun","Cup","South Korea","4.25",NA
"1669",912,"Maruchan","Instant Lunch Shrimp","Cup","USA","3.75",NA
"1670",911,"Nissin","Top Ramen Cucharealo Habanero Shrimp","Pack","USA","3.75",NA
"1671",910,"Paldo","Namja Ramyun","Bowl","South Korea","4.25","
"
"1672",909,"Indomie","Kriuuk Bawang","Pack","Indonesia","4.25",NA
"1673",908,"Sapporo Ichiban","Original Flavor","Cup","USA","3.5",NA
"1674",907,"Nongshim","Neoguri Spicy Seafood","Cup","South Korea","4",NA
"1675",906,"Daddy","Kari 365 Curry Flavour","Pack","Malaysia","5",NA
"1676",905,"Tradition","Vegetable Instant Noodle soup","Cup","USA","3.25",NA
"1677",904,"Myojo","Ippei-chan Yomise-No Yakisoba Oriental","Tray","Japan","4.75",NA
"1678",903,"Han's South Korea","Rice Noodle With Seafood Flavored Soup","Tray","South Korea","3.5",NA
"1679",902,"Sunlee","Pho Bo Beef Flavour Rice Stick","Bowl","Thailand","3.25",NA
"1680",901,"Sarimi","Rasa Ayam Bawang","Pack","Indonesia","3.5",NA
"1681",900,"Maruchan","Instant Lunch Chicken","Cup","USA","3.5",NA
"1682",899,"FMF","Chow Tomato","Pack","Fiji","4.25",NA
"1683",898,"Long Kow","Crystal Noodles Savory Shoyu","Cup","China","1.5",NA
"1684",897,"FMF","Chow Masala","Pack","Fiji","4",NA
"1685",896,"Vina Acecook","Good Tomyum Kung Bean Vermicelli","Pack","Vietnam","3.5",NA
"1686",895,"SuperMi","Sedaaap Mi Goreng","Pack","Indonesia","5",NA
"1687",894,"Han's South Korea","Rice Noodle With Kimchi Flavored Soup","Tray","South Korea","3",NA
"1688",893,"Paldo","Bowl Noodle Shrimp Flavor","Bowl","South Korea","3.25",NA
"1689",892,"ABC","Selera Pedas Hot Tomato Soup Flavor","Pack","Indonesia","4.5",NA
"1690",891,"Vina Acecook","Hao Hao Mushroom","Pack","Vietnam","2.75",NA
"1691",890,"Unif","Mushroom Flavor Ramen Noodles","Pack","Vietnam","3.5",NA
"1692",889,"Yamachan","Rich Shoyu Ramen","Pack","USA","4",NA
"1693",888,"Yamachan","Nagasaki Sara Udon Chicken","Pack","USA","4.25",NA
"1694",887,"Yamachan","Cold Noodles With Lemon Soy Dressing","Pack","USA","4",NA
"1695",886,"Yamachan","Tonkotsu-Shoyu Rich Pork Flavor Ramen","Pack","USA","4.75",NA
"1696",885,"Yamachan","Miso Ramen Rich Sapporo Miso","Pack","USA","5",NA
"1697",884,"Yamachan","Miso Ramen - Mild","Pack","USA","4",NA
"1698",883,"Yamachan","Shio Ramen Seafood Mild","Pack","USA","4.5",NA
"1699",882,"SuperMi","GoBang","Pack","Indonesia","5",NA
"1700",881,"Han's South Korea","Rice Noodle With Hot & Spicy","Tray","South Korea","3.25",NA
"1701",880,"Golden Wheat","South Korean Style Seafood","Cup","China","2.75",NA
"1702",879,"Song Hak","Rice Topokki","Bowl","South Korea","5",NA
"1703",878,"Nissin","Top Ramen Short Cuts Lime Chili","Pack","USA","3.75",NA
"1704",877,"Nongshim","Shin Bowl (New)","Bowl","USA","4.25",NA
"1705",876,"Sarimi","Soto Koya Pedasss","Pack","Indonesia","3.25",NA
"1706",875,"Sunlee","Artificial Chicken Rice Vermicelli","Bowl","Thailand","2.5",NA
"1707",874,"Fuji Mengyo","Nabeyaki Udon","Bowl","Japan","3.5",NA
"1708",873,"Vifon","Viet Rice Noodles Chicken","Pack","Vietnam","3.5",NA
"1709",872,"Nongshim","Chapagetti","Bowl","USA","5",NA
"1710",871,"Dragonfly","Artificial Hot & Sour Shrimp","Pack","China","4",NA
"1711",870,"SuperMi","Mi Keriting Rasa Ayam Bawang","Pack","Indonesia","3.75",NA
"1712",869,"Vina Acecook","Good Chicken Bean Vermicelli","Pack","Vietnam","3.25",NA
"1713",868,"CJ CheilJedang","Katsuobushi Udon","Bowl","South Korea","3.75",NA
"1714",867,"Indomie","Rasa Coto Makassar","Pack","Indonesia","4",NA
"1715",866,"Master Kong","Mianba","Pack","China","4",NA
"1716",865,"Little Cook","Stewed Duck","Cup","Thailand","3",NA
"1717",864,"Unif","Chinese Spices Tong Tsai Bean Vermicelli","Pack","Taiwan","3.5",NA
"1718",863,"Indomie","Special Fried Curly Noodle (Local)","Pack","Indonesia","5",NA
"1719",862,"Nissin","Top Ramen Short Cuts Roast Chicken","Pack","USA","4.25",NA
"1720",861,"Vina Acecook","Hao Hao Mi Chay Vegetarian","Pack","Vietnam","3.25",NA
"1721",860,"Baijia","Artificial Pickled Cabbage Fish","Pack","China","2.75",NA
"1722",859,"Tradition","Imitation Chicken Vegetarian","Cup","USA","3.75",NA
"1723",858,"Indomie","Rasa Mi Cakalang","Pack","Indonesia","4.5",NA
"1724",857,"Sempio","Seafood Vermicelli Anchovy","Bowl","South Korea","4.25",NA
"1725",856,"Little Cook","Mushroom Vegetarian","Bowl","Thailand","4.75",NA
"1726",855,"Vina Acecook","Bestcook Hot & Sour Shrimp","Bowl","Vietnam","4.25",NA
"1727",854,"Long Kow","Crystal Noodles Hot & Sour","Bowl","China","3.5",NA
"1728",853,"Dongwon","RaUdong Unfried Noodle With Kimchi","Bowl","South Korea","4.5",NA
"1729",852,"SuperMi","Sedaaap Mi Kuah Rasa Kari Ayam","Pack","Indonesia","4",NA
"1730",851,"Dragonfly","Artificial Pork Ribs","Bowl","China","3.5",NA
